  100    4950
    9      90      14
    9      91      13
    9      92      12
    9      93      21
    9      94      25
    9      95      29
    9      96      29
    9      97      27
    9      98      17
    9      99      29
    9     100      20
   10      11       4
   10      12       5
   10      13      29
   10      14      14
   10      15      11
   10      16      15
   10      17      20
   10      18      29
   10      19       5
   10      20       8
   10      21      21
   10      22       4
   10      23       2
   10      24       5
   10      25       3
   10      26      16
   10      27      23
   10      28       9
   10      29       1
   10      30      17
   10      31      14
   10      32      13
   10      33       8
   10      34      10
   10      35      19
   10      36      24
   10      37      24
   10      38      23
   10      39       9
   10      40      11
   10      41      20
   10      42       2
   10      43      27
   10      44       2
   10      45      23
   10      46      25
   10      47      15
   10      48       3
   10      49      30
   10      50       3
   10      51       3
   10      52      18
   10      53       4
   10      54       7
   10      55       8
   10      56      28
   10      57      13
   10      58      23
   10      59      15
   10      60      15
   10      61      15
   10      62       8
   10      63      23
   10      64      18
   10      65      21
   10      66      20
   10      67      26
   10      68       1
   10      69       7
   10      70      26
   10      71       7
   10      72      10
   10      73       3
   10      74      27
   10      75       4
   10      76      12
   10      77       7
   10      78       8
   10      79      17
   10      80      21
   10      81      28
   10      82      19
   10      83       7
   10      84      26
   10      85      15
   10      86      29
   10      87      18
   10      88      28
   10      89      12
   10      90       6
   10      91       8
   10      92       1
   10      93       5
   10      94      18
   10      95      10
   10      96      18
   10      97      26
   10      98       7
   10      99      28
   10     100      29
   11      12      16
   11      13      14
   11      14       1
   11      15       6
   11      16      26
   11      17      20
   11      18       4
   11      19      10
   11      20       6
   11      21      21
   11      22      27
   11      23      18
   11      24      23
   11      25      18
   11      26      15
   11      27       2
   11      28       8
   11      29       4
   11      30      25
   11      31       7
   11      32       7
   11      33      13
   11      34       4
   11      35       9
   11      36      17
   11      37      28
   11      38      16
   11      39      16
   11      40       7
   11      41      25
   11      42       8
   11      43       8
   11      44      21
   11      45      14
   11      46      18
   11      47       8
   11      48      30
   11      49       9
   11      50      26
   11      51      11
   11      52       4
   11      53      13
   11      54       7
   11      55      17
   11      56      16
   11      57      19
   11      58      21
   11      59       2
   11      60      14
   11      61       8
   11      62      10
   11      63       7
   11      64      11
   11      65      11
   11      66      15
   11      67       5
   11      68      13
   11      69      23
   11      70      14
   11      71       3
   11      72       6
   11      73      18
   11      74      16
   11      75      10
   11      76      28
   11      77      11
   11      78      13
   11      79       3
   11      80      21
   11      81       9
   11      82       2
   11      83       6
   11      84      19
   11      85      25
   11      86      23
   11      87      19
   11      88      11
   11      89      14
   11      90       7
   11      91      16
   11      92      15
   11      93      17
   11      94       3
   11      95       4
   11      96       3
   11      97      25
   11      98       3
   11      99      28
   11     100      26
   12      13      12
   12      14       8
   12      15      27
   12      16      15
   12      17       1
   12      18      16
   12      19      20
   12      20      13
   12      21       7
   12      22      17
   12      23      21
   12      24      19
   12      25       7
   12      26      25
   12      27      30
   12      28      10
   12      29       9
   12      30      16
   12      31      17
   12      32      22
   12      33       5
   12      34      27
   12      35      30
   12      36      23
   12      37       5
   12      38      29
   12      39       3
   12      40      12
   12      41       5
   12      42      17
   12      43       1
   12      44      11
   12      45      10
   12      46      17
   12      47       7
   12      48      20
   12      49       5
   12      50       6
   12      51       5
   12      52      16
   12      53      17
   12      54      18
   12      55      30
   12      56       8
   12      57      20
   12      58      29
   12      59       1
   12      60       9
   12      61       8
   12      62      23
   12      63       6
   12      64      22
   12      65       2
   12      66       7
   12      67      16
   12      68       7
   12      69       7
   12      70      28
   12      71      10
   12      72      18
   12      73       3
   12      74       4
   12      75      28
   12      76      16
   12      77      12
   12      78      18
   12      79      17
   12      80      20
   12      81      16
   12      82       9
   12      83       6
   12      84      10
   12      85      30
   12      86      15
   12      87       4
   12      88       6
   12      89      26
   12      90      14
   12      91      27
   12      92      13
   12      93      26
   12      94       9
   12      95      25
   12      96      25
   12      97       4
   12      98      15
   12      99      28
   12     100      28
   13      14       1
   13      15      26
   13      16       6
   13      17       6
   13      18      27
   13      19      23
   13      20      30
   13      21      19
   13      22       2
   13      23      19
   13      24      17
   13      25      29
   13      26      19
   13      27      26
   13      28      17
   13      29      16
   13      30      12
   13      31      16
   13      32      29
   13      33      10
   13      34       5
   13      35       8
   13      36      22
   13      37      30
   13      38       2
   13      39      14
   13      40      23
   13      41       2
   13      42      18
   13      43      12
   13      44       1
   13      45      10
   13      46       8
   13      47       6
   13      48      16
   13      49      21
   13      50      27
   13      51      22
   13      52      26
   13      53      20
   13      54       8
   13      55       5
   13      56      17
   13      57       6
   13      58      18
   13      59      27
   13      60       3
   13      61      26
   13      62      15
   13      63      12
   13      64      18
   13      65      19
   13      66       6
   13      67      16
   13      68       6
   13      69      20
   13      70      18
   13      71      15
   13      72      30
   13      73      30
   13      74      21
   13      75       5
   13      76      29
   13      77      17
   13      78      10
   13      79      13
   13      80       6
   13      81      29
   13      82      19
   13      83      16
   13      84       3
   13      85       1
   13      86       8
   13      87       8
   13      88      19
   13      89       9
   13      90      10
   13      91      29
   13      92      10
   13      93      15
   13      94      25
   13      95      26
   13      96       8
   13      97      10
   13      98       7
   13      99      20
   13     100      10
   14      15      27
   14      16      21
   14      17       3
   14      18      11
   14      19      17
   14      20       7
   14      21      15
   14      22      26
   14      23      24
   14      24      12
   14      25      27
   14      26      21
   14      27      28
   14      28      30
   14      29      28
   14      30      12
   14      31       3
   14      32      10
   14      33      25
   14      34      20
   14      35       6
   14      36      19
   14      37       6
   14      38      30
   14      39       1
   14      40      18
   14      41       6
   14      42      22
   14      43      17
   14      44      10
   14      45      16
   14      46       7
   14      47       5
   14      48       4
   14      49      14
   14      50      12
   14      51      11
   14      52       4
   14      53      21
   14      54       3
   14      55      13
   14      56      18
   14      57      14
   14      58      21
   14      59       1
   14      60      14
   14      61      15
   14      62       2
   14      63       9
   14      64       4
   14      65      10
   14      66       2
   14      67      19
   14      68      15
   14      69       5
   14      70      19
   14      71       8
   14      72       6
   14      73      27
   14      74      14
   14      75      13
   14      76       5
   14      77      12
   14      78      10
   14      79      21
   14      80      28
   14      81      19
   14      82       4
   14      83      18
   14      84       8
   14      85      18
   14      86       8
   14      87      11
   14      88      26
   14      89      29
   14      90      19
   14      91      23
   14      92       7
   14      93      11
   14      94       1
   14      95      15
   14      96      25
   14      97      27
   14      98      20
   14      99      10
   14     100      23
   15      16      10
   15      17      17
   15      18      16
   15      19      24
   15      20       1
   15      21       8
   15      22      25
   15      23       4
   15      24      23
   15      25      19
   15      26      19
   15      27       7
   15      28      14
   15      29       5
   15      30       5
   15      31      14
   15      32       4
   15      33      27
   15      34      23
   15      35      13
   15      36      26
   15      37      27
   15      38      19
   15      39      15
   15      40      29
   15      41      16
   15      42      10
   15      43      21
   15      44       9
   15      45      14
   15      46      19
   15      47      10
   15      48      30
   15      49      24
   15      50      15
   15      51       8
   15      52       7
   15      53      17
   15      54       3
   15      55      12
   15      56      28
   15      57       7
   15      58       2
   15      59      15
   15      60      24
   15      61       5
   15      62      19
   15      63       7
   15      64      28
   15      65      15
   15      66      26
   15      67      10
   15      68       4
   15      69      11
   15      70      14
   15      71      28
   15      72       6
   15      73      10
   15      74      19
   15      75      16
   15      76      12
   15      77      30
   15      78      11
   15      79      19
   15      80      14
   15      81      22
   15      82      14
   15      83      21
   15      84       3
   15      85       4
   15      86      21
   15      87      21
   15      88      14
   15      89       1
   15      90      11
   15      91       9
   15      92      29
   15      93       1
   15      94       9
   15      95      20
   15      96       4
   15      97      10
   15      98      10
   15      99      20
   15     100      19
   16      17       3
   16      18       1
   16      19      15
   16      20      23
   16      21      17
   16      22      23
   16      23       1
   16      24      11
   16      25      24
   16      26       2
   16      27      29
   16      28       2
   16      29      23
   16      30       8
   16      31      25
   16      32       5
   16      33       4
   16      34      11
   16      35      24
   16      36      20
   16      37      24
   16      38      29
   16      39       8
   16      40      26
   16      41      13
   16      42      29
   16      43      17
   16      44      21
   16      45      21
   16      46       5
   16      47       1
   16      48      11
   16      49      10
   16      50      30
   16      51       6
   16      52      26
   16      53      21
   16      54      10
   16      55      26
   16      56      16
   16      57      19
   16      58       8
   16      59      30
   16      60       7
   16      61      16
   16      62      10
   16      63      21
   16      64      16
   16      65      10
   16      66       5
   16      67      15
   16      68      21
   16      69       9
   16      70      17
   16      71      21
   16      72      20
   16      73       9
   16      74       2
   16      75       2
   16      76       9
   16      77      21
   16      78      17
   16      79      21
   16      80       7
   16      81      15
   16      82      30
   16      83       9
   16      84      24
   16      85      22
   16      86      22
   16      87      25
   16      88      25
   16      89      19
   16      90      13
   16      91      12
   16      92       7
   16      93      23
   16      94       8
   16      95      14
   16      96      20
   16      97       6
   16      98      17
   16      99      20
   16     100      13
   17      18      23
   17      19      10
   17      20      30
   17      21      26
   17      22      23
   17      23       3
   17      24      14
   17      25      14
   17      26      23
   17      27      22
   17      28      13
   17      29       6
   17      30      30
   17      31      22
   17      32      24
   17      33      14
   17      34      23
   17      35      21
   17      36       2
   17      37      25
   17      38      19
   17      39      17
   17      40      29
   17      41      14
   17      42      15
   17      43      21
   17      44      22
   17      45      12
   17      46      30
   17      47      19
   17      48      25
   17      49      25
   17      50      20
   17      51       9
   17      52       6
   17      53      13
   17      54      23
   17      55       3
   17      56      11
   17      57      24
   17      58       3
   17      59      11
   17      60      19
   17      61      11
   17      62      13
   17      63      12
   17      64      21
   17      65      29
   17      66      12
   17      67      25
   17      68      19
   17      69      27
   17      70      10
   17      71       1
   17      72      28
   17      73      15
   17      74      26
   17      75      25
   17      76      13
   17      77       4
   17      78      17
   17      79       3
   17      80      29
   17      81      26
   17      82      25
   17      83       9
   17      84      17
   17      85      25
   17      86      10
   17      87      10
   17      88      26
   17      89      10
   17      90       7
   17      91      26
   17      92      21
   17      93       8
   17      94      13
   17      95      29
   17      96      29
   17      97       2
   17      98      13
   17      99      29
   17     100      25
   18      19      20
   18      20      18
   18      21      17
   18      22      15
   18      23      26
   18      24       9
   18      25      17
   18      26      29
   18      27       6
   18      28       8
   18      29      23
   18      30      14
   18      31       8
   18      32      18
   18      33       3
   18      34      22
   18      35       4
   18      36      24
   18      37      20
   18      38       5
   18      39      19
   18      40       6
   18      41      22
   18      42       6
   18      43       8
   18      44      11
   18      45      15
   18      46      18
   18      47      21
   18      48       1
   18      49      23
   18      50      11
   18      51      17
   18      52      29
   18      53       5
   18      54       1
   18      55      29
   18      56      16
   18      57       2
   18      58      11
   18      59      13
   18      60      28
   18      61      16
   18      62      24
   18      63      25
   18      64      17
   18      65      19
   18      66       5
   18      67      10
   18      68      28
   18      69       7
   18      70      28
   18      71      29
   18      72      28
   18      73      25
   18      74       1
   18      75      28
   18      76      22
   18      77       3
   18      78      24
   18      79      21
   18      80       7
   18      81      11
   18      82      27
   18      83      18
   18      84       2
   18      85       9
   18      86      19
   18      87       4
   18      88       2
   18      89      30
   18      90      17
   18      91       5
   18      92       3
   18      93       1
   18      94      18
   18      95      12
   18      96      10
   18      97      10
   18      98      16
   18      99      17
   18     100      21
   19      20       3
   19      21       6
   19      22      18
   19      23      24
   19      24      23
   19      25      18
   19      26       6
   19      27      14
   19      28      23
   19      29      11
   19      30       3
   19      31      27
   19      32      19
   19      33      19
   19      34      11
   19      35      15
   19      36       9
   19      37      18
   19      38      30
   19      39       3
   19      40       5
   19      41      13
   19      42      20
   19      43      14
   19      44      28
   19      45      14
   19      46      13
   19      47      21
   19      48      30
   19      49      11
   19      50      28
   19      51      12
   19      52      21
   19      53      25
   19      54      18
   19      55      17
   19      56       1
   19      57      20
   19      58       5
   19      59      19
   19      60      29
   19      61      19
   19      62      12
   19      63       4
   19      64      21
   19      65      26
   19      66      17
   19      67      17
   19      68      15
   19      69      18
   19      70      29
   19      71       7
   19      72      21
   19      73      23
   19      74      28
   19      75      11
   19      76      25
   19      77      11
   19      78       9
   19      79      24
   19      80      28
   19      81       3
   19      82       3
   19      83      20
   19      84       4
   19      85      27
   19      86       8
   19      87      19
   19      88      28
   19      89       1
   19      90      12
   19      91      17
   19      92       7
   19      93      17
   19      94      14
   19      95      23
   19      96      29
   19      97      28
   19      98       3
   19      99      14
   19     100       7
   20      21      21
   20      22       7
   20      23       9
   20      24      11
   20      25       3
   20      26       9
   20      27       3
   20      28      21
   20      29      25
   20      30      28
   20      31      23
   20      32       4
   20      33      24
   20      34      11
   20      35       4
   20      36       3
   20      37      28
   20      38       3
   20      39      13
   20      40       7
   20      41      10
   20      42       5
   20      43       7
   20      44      11
   20      45      30
   20      46      30
   20      47       6
   20      48      24
   20      49      28
   20      50       5
   20      51      25
   20      52       7
   20      53       6
   20      54      10
   20      55      21
   20      56       1
   20      57      20
   20      58      13
   20      59       4
   20      60      18
   20      61       6
   20      62      25
   20      63      11
   20      64       8
   20      65      24
   20      66      20
   20      67      17
   20      68      12
   20      69      26
   20      70      30
   20      71       3
   20      72      12
   20      73      18
   20      74      24
   20      75      22
   20      76       2
   20      77      17
   20      78      15
   20      79      15
   20      80      15
   20      81       9
   20      82      18
   20      83       4
   20      84       4
   20      85      21
   20      86      20
   20      87      29
   20      88      26
   20      89      10
   20      90      24
   20      91       8
   20      92      10
   20      93       2
   20      94      26
   20      95      16
   20      96      25
   20      97       1
   20      98       7
   20      99       6
   20     100      12
   21      22       6
   21      23       8
   21      24       9
   21      25      19
   21      26      27
   21      27      30
   21      28       6
   21      29       8
   21      30      15
   21      31       8
   21      32      16
   21      33      22
   21      34      25
   21      35      30
   21      36      13
   21      37       6
   21      38      18
   21      39      23
   21      40      22
   21      41       5
   21      42      18
   21      43      17
   21      44      20
   21      45      13
   21      46      10
   21      47      10
   21      48      17
   21      49      11
   21      50      17
   21      51      28
   21      52      11
   21      53      18
   21      54       2
   21      55       7
   21      56      11
   21      57       6
   21      58      14
   21      59       6
   21      60       3
   21      61      26
   21      62      21
   21      63       2
   21      64      20
   21      65       8
   21      66      15
   21      67      16
   21      68      12
   21      69       1
   21      70       6
   21      71      12
   21      72      28
   21      73       6
   21      74      26
   21      75      21
   21      76       2
   21      77      15
   21      78      21
   21      79       3
   21      80       6
   21      81      17
   21      82       4
   21      83      18
   21      84      27
   21      85       8
   21      86      21
   21      87       4
   21      88      23
   21      89       4
   21      90      16
   21      91       4
   21      92      16
   21      93      11
   21      94       7
   21      95       6
   21      96      19
   21      97       2
   21      98      20
   21      99      22
   21     100      12
   22      23       5
   22      24      23
   22      25       3
   22      26       5
   22      27       8
   22      28      17
   22      29      30
   22      30       5
   22      31      29
   22      32      14
   22      33      26
   22      34      19
   22      35      28
   22      36      26
   22      37      15
   22      38      23
   22      39      24
   22      40      15
   22      41      26
   22      42      14
   22      43      21
   22      44       4
   22      45      20
   22      46      19
   22      47       4
   22      48      15
   22      49       1
   22      50      13
   22      51       3
   22      52      26
   22      53       6
   22      54       1
   22      55       6
   22      56       7
   22      57      27
   22      58      13
   22      59      18
   22      60      22
   22      61      28
   22      62      23
   22      63      10
   22      64      16
   22      65      25
   22      66      28
   22      67       8
   22      68       9
   22      69      12
   22      70       7
   22      71      10
   22      72      21
   22      73      26
   22      74      21
   22      75       4
   22      76      26
   22      77      14
   22      78       7
   22      79      25
   22      80      13
   22      81      13
   22      82       5
   22      83      30
   22      84       3
   22      85      24
   22      86      11
   22      87      10
   22      88       8
   22      89      17
   22      90      19
   22      91      18
   22      92      22
   22      93      27
   22      94      29
   22      95      21
   22      96      24
   22      97       9
   22      98      20
   22      99      23
   22     100      18
   23      24       4
   23      25      20
   23      26       4
   23      27       3
   23      28      12
   23      29      29
   23      30      14
   23      31      16
   23      32       5
   23      33      12
   23      34      16
   23      35      10
   23      36      20
   23      37       5
   23      38      23
   23      39       9
   23      40      24
   23      41       8
   23      42      11
   23      43      17
   23      44      27
   23      45      28
   23      46       9
   23      47      11
   23      48      13
   23      49      16
   23      50       7
   23      51      21
   23      52      28
   23      53      16
   23      54      10
   23      55      10
   23      56      28
   23      57      13
   23      58      25
   23      59      25
   23      60      28
   23      61       9
   23      62      16
   23      63      30
   23      64      30
   23      65      18
   23      66       9
   23      67       6
   23      68      20
   23      69       7
   23      70      15
   23      71      21
   23      72       1
   23      73      14
   23      74      17
