  200   19900
    2      26       5
    2      27      39
    2      28      34
    2      29      42
    2      30      22
    2      31      47
    2      32      36
    2      33      48
    2      34       1
    2      35      48
    2      36       6
    2      37      14
    2      38      15
    2      39       8
    2      40      45
    2      41      46
    2      42      46
    2      43      45
    2      44      22
    2      45      37
    2      46      42
    2      47      33
    2      48      26
    2      49      49
    2      50      11
    2      51      30
    2      52      21
    2      53      16
    2      54      30
    2      55      26
    2      56      24
    2      57      30
    2      58      24
    2      59      16
    2      60      50
    2      61      38
    2      62      42
    2      63       7
    2      64      32
    2      65      42
    2      66      21
    2      67       3
    2      68      25
    2      69       8
    2      70      26
    2      71      27
    2      72      29
    2      73      38
    2      74      46
    2      75      19
    2      76      19
    2      77      34
    2      78      33
    2      79      33
    2      80       6
    2      81      34
    2      82      31
    2      83      27
    2      84      22
    2      85      19
    2      86      36
    2      87      19
    2      88      33
    2      89      22
    2      90      19
    2      91       8
    2      92      45
    2      93      29
    2      94      32
    2      95      12
    2      96       1
    2      97      34
    2      98      25
    2      99      46
    2     100      33
    2     101      40
    2     102      15
    2     103      50
    2     104      11
    2     105      29
    2     106       1
    2     107      21
    2     108      45
    2     109      22
    2     110      48
    2     111       8
    2     112      24
    2     113      47
    2     114      36
    2     115       9
    2     116      47
    2     117      34
    2     118      15
    2     119      10
    2     120      44
    2     121      33
    2     122       4
    2     123      39
    2     124      17
    2     125      26
    2     126      23
    2     127      48
    2     128       7
    2     129      23
    2     130      25
    2     131      40
    2     132      26
    2     133       7
    2     134      45
    2     135       6
    2     136      33
    2     137      32
    2     138      22
    2     139       3
    2     140      27
    2     141       4
    2     142      43
    2     143      35
    2     144      41
    2     145      15
    2     146      21
    2     147       1
    2     148      24
    2     149       4
    2     150      46
    2     151      47
    2     152       2
    2     153      14
    2     154      25
    2     155      10
    2     156      43
    2     157      35
    2     158      15
    2     159      31
    2     160      39
    2     161      16
    2     162       9
    2     163       3
    2     164      31
    2     165      16
    2     166      19
    2     167      13
    2     168      37
    2     169       1
    2     170      32
    2     171      29
    2     172      42
    2     173       7
    2     174       7
    2     175      10
    2     176      31
    2     177      37
    2     178      39
    2     179      32
    2     180      33
    2     181      10
    2     182      12
    2     183      12
    2     184      15
    2     185       1
    2     186       3
    2     187      22
    2     188      37
    2     189      35
    2     190      33
    2     191      33
    2     192      26
    2     193      48
    2     194      47
    2     195      39
    2     196       8
    2     197      37
    2     198      28
    2     199      10
    2     200      22
    3       4       5
    3       5       2
    3       6      16
    3       7      20
    3       8      36
    3       9       4
    3      10       2
    3      11      19
    3      12      35
    3      13      48
    3      14      41
    3      15       2
    3      16      25
    3      17      44
    3      18      20
    3      19       4
    3      20      34
    3      21      40
    3      22       8
    3      23      24
    3      24      20
    3      25       8
    3      26      41
    3      27      43
    3      28      23
    3      29      12
    3      30      37
    3      31      30
    3      32      10
    3      33       1
    3      34      37
    3      35      16
    3      36      26
    3      37      31
    3      38      49
    3      39      26
    3      40      18
    3      41      27
    3      42      11
    3      43      50
    3      44      50
    3      45      41
    3      46      21
    3      47      31
    3      48      20
    3      49       4
    3      50      12
    3      51      43
    3      52      15
    3      53      47
    3      54      32
    3      55      22
    3      56      49
    3      57      12
    3      58       2
    3      59      28
    3      60       8
    3      61      13
    3      62       1
    3      63      47
    3      64       5
    3      65      14
    3      66      10
    3      67      28
    3      68      19
    3      69      24
    3      70       9
    3      71       8
    3      72      32
    3      73      50
    3      74      23
    3      75      31
    3      76      14
    3      77      50
    3      78      49
    3      79      18
    3      80      32
    3      81      36
    3      82      22
    3      83      44
    3      84       5
    3      85       4
    3      86      44
    3      87      31
    3      88      17
    3      89      18
    3      90      42
    3      91       2
    3      92      41
    3      93       6
    3      94       9
    3      95      15
    3      96       2
    3      97      38
    3      98      38
    3      99      13
    3     100      45
    3     101      21
    3     102      50
    3     103      24
    3     104      47
    3     105      42
    3     106      48
    3     107      13
    3     108      40
    3     109       8
    3     110      20
    3     111      18
    3     112      23
    3     113       8
    3     114       2
    3     115      42
    3     116      40
    3     117      35
    3     118      32
    3     119      17
    3     120      30
    3     121      12
    3     122      38
    3     123      24
    3     124       5
    3     125      34
    3     126      32
    3     127      48
    3     128      43
    3     129      50
    3     130      17
    3     131      25
    3     132      26
    3     133      29
    3     134      24
    3     135      35
    3     136      21
    3     137       6
    3     138      44
    3     139      39
    3     140      42
    3     141      42
    3     142      48
    3     143      11
    3     144      30
    3     145      38
    3     146      30
    3     147      37
    3     148       6
    3     149      34
    3     150      23
    3     151      44
    3     152      43
    3     153      12
    3     154      18
    3     155      29
    3     156      33
    3     157      20
    3     158      33
    3     159      49
    3     160       5
    3     161       3
    3     162      41
    3     163       7
    3     164      26
    3     165       2
    3     166      17
    3     167      17
    3     168      50
    3     169      39
    3     170      50
    3     171       4
    3     172      42
    3     173      33
    3     174      35
    3     175      44
    3     176       2
    3     177      49
    3     178      44
    3     179      12
    3     180      24
    3     181      47
    3     182       3
    3     183      15
    3     184      27
    3     185      11
    3     186      49
    3     187      33
    3     188      12
    3     189      12
    3     190      11
    3     191      33
    3     192      49
    3     193       7
    3     194      38
    3     195      30
    3     196      45
    3     197      46
    3     198      19
    3     199       2
    3     200      38
    4       5      49
    4       6      30
    4       7      19
    4       8       7
    4       9      34
    4      10       6
    4      11      24
    4      12       9
    4      13      40
    4      14      49
    4      15      15
    4      16      17
    4      17      19
    4      18      42
    4      19      33
    4      20      50
    4      21      47
    4      22      17
    4      23      49
    4      24       7
    4      25      28
    4      26      36
    4      27      10
    4      28      44
    4      29      32
    4      30      11
    4      31      49
    4      32      16
    4      33      43
    4      34      31
    4      35       3
    4      36      43
    4      37      43
    4      38      19
    4      39      14
    4      40       4
    4      41      23
    4      42      27
    4      43      44
    4      44       3
    4      45      22
    4      46      15
    4      47      27
    4      48      27
    4      49      36
    4      50      30
    4      51      39
    4      52      45
    4      53      45
    4      54      41
    4      55      32
    4      56       1
    4      57       4
    4      58       2
    4      59      21
    4      60      18
    4      61      15
    4      62      20
    4      63      37
    4      64       3
    4      65      25
    4      66      15
    4      67       8
    4      68      36
    4      69      37
    4      70      36
    4      71       8
    4      72      10
    4      73      17
    4      74      30
    4      75      28
    4      76      23
    4      77      25
    4      78      45
    4      79      38
    4      80      10
    4      81      19
    4      82       6
    4      83      40
    4      84      48
    4      85      50
    4      86      19
    4      87      44
    4      88      48
    4      89      19
    4      90      27
    4      91       4
    4      92      24
    4      93      27
    4      94       8
    4      95      29
    4      96       9
    4      97       8
    4      98      13
    4      99      20
    4     100      44
    4     101      10
    4     102      19
    4     103      49
    4     104      39
    4     105      31
    4     106      36
    4     107      13
    4     108      33
    4     109      25
    4     110      19
    4     111      13
    4     112      50
    4     113      33
    4     114      19
    4     115       9
    4     116      31
    4     117       2
    4     118      36
    4     119      41
    4     120       8
    4     121      34
    4     122      43
    4     123      20
    4     124      40
    4     125      44
    4     126      26
    4     127       9
    4     128      43
    4     129      15
    4     130      26
    4     131      15
    4     132       5
    4     133       5
    4     134      30
    4     135       6
    4     136      44
    4     137      43
    4     138       4
    4     139      28
    4     140       2
    4     141       3
    4     142       4
    4     143      25
    4     144      36
    4     145      18
    4     146      21
    4     147      46
    4     148       5
    4     149       4
    4     150       4
    4     151      42
    4     152      24
    4     153      17
    4     154      18
    4     155      42
    4     156      21
    4     157      11
    4     158      26
    4     159      36
    4     160      49
    4     161      35
    4     162      14
    4     163      10
    4     164      13
    4     165      50
    4     166      18
    4     167      49
    4     168      47
    4     169       8
    4     170      10
    4     171      20
    4     172      44
    4     173       6
    4     174      35
    4     175      37
    4     176      35
    4     177      29
    4     178      31
    4     179      28
    4     180      40
    4     181      36
    4     182      19
    4     183      10
    4     184      41
    4     185      49
    4     186      34
    4     187      34
    4     188      39
    4     189      41
    4     190      44
    4     191       5
    4     192      50
    4     193      49
    4     194       8
    4     195      32
    4     196      49
    4     197      16
    4     198       5
    4     199      32
    4     200       7
    5       6      38
    5       7      42
    5       8      22
    5       9       8
    5      10      29
    5      11      16
    5      12      33
    5      13      13
    5      14      33
    5      15      31
    5      16      31
    5      17      24
    5      18      40
    5      19       1
    5      20      27
    5      21      46
    5      22      15
    5      23      13
    5      24      31
    5      25       5
    5      26      22
    5      27       6
    5      28      31
    5      29      37
    5      30      13
    5      31       3
    5      32      34
    5      33      40
    5      34      31
    5      35      29
    5      36      16
    5      37      40
    5      38      12
    5      39      37
    5      40       7
    5      41      33
    5      42      17
    5      43      38
    5      44      17
    5      45      48
    5      46      15
    5      47      15
    5      48      28
    5      49      42
    5      50      47
    5      51      32
    5      52       5
    5      53      49
    5      54       7
    5      55      50
    5      56      50
    5      57       5
    5      58       3
    5      59      42
    5      60      36
    5      61       8
    5      62      26
    5      63      48
    5      64      34
    5      65       8
    5      66      23
    5      67       1
    5      68       1
    5      69      27
    5      70      17
    5      71      10
    5      72      45
    5      73       6
    5      74      31
    5      75      41
    5      76      30
    5      77      24
    5      78      37
    5      79      44
    5      80      17
    5      81      37
    5      82       4
    5      83      16
    5      84      50
    5      85      20
    5      86      47
    5      87      15
    5      88      28
    5      89       3
    5      90       8
    5      91      30
    5      92      50
    5      93      14
    5      94      24
    5      95      20
    5      96      28
    5      97      30
    5      98      30
    5      99      28
    5     100      43
    5     101      30
    5     102      14
    5     103      31
    5     104      43
    5     105      31
    5     106       3
    5     107      36
    5     108      33
    5     109      17
    5     110      12
    5     111      39
    5     112      37
    5     113      42
    5     114       8
    5     115      39
    5     116      22
    5     117      44
    5     118      25
    5     119       4
    5     120      13
    5     121      37
    5     122      29
    5     123      31
    5     124      37
    5     125      27
    5     126      10
    5     127      13
    5     128      45
    5     129      37
    5     130      17
    5     131       5
    5     132      48
    5     133      21
    5     134       6
    5     135      33
    5     136      15
    5     137      14
    5     138      49
    5     139       9
    5     140      36
    5     141      17
    5     142      29
    5     143      32
    5     144       9
    5     145      13
    5     146      13
    5     147      39
    5     148      48
    5     149      17
    5     150       7
    5     151      43
    5     152      18
    5     153       9
    5     154      11
    5     155      26
    5     156      40
    5     157       9
    5     158      28
    5     159      45
    5     160      50
    5     161      44
    5     162      33
    5     163      12
    5     164      23
    5     165       2
    5     166      34
    5     167      11
    5     168       6
    5     169      23
    5     170      15
    5     171      30
    5     172       2
    5     173      49
    5     174      33
    5     175      26
    5     176      41
    5     177      34
    5     178      46
    5     179      26
    5     180      10
    5     181      46
    5     182      20
    5     183      34
    5     184      46
    5     185       9
    5     186      25
    5     187       9
    5     188      44
    5     189       9
    5     190      21
    5     191      29
    5     192       6
    5     193      30
    5     194      39
    5     195      47
    5     196      39
    5     197      13
    5     198       1
    5     199      44
    5     200       2
    6       7      41
    6       8      47
    6       9      22
    6      10      34
    6      11      12
    6      12      43
    6      13       2
    6      14      22
    6      15      25
    6      16      21
    6      17      23
    6      18      35
    6      19      28
    6      20      40
    6      21      10
    6      22      12
    6      23      29
    6      24      32
    6      25      39
    6      26       7
    6      27      18
    6      28      17
    6      29       4
    6      30      16
    6      31      34
    6      32      49
    6      33      32
    6      34      27
    6      35      22
    6      36      48
    6      37      41
    6      38      16
    6      39      11
    6      40      41
    6      41      50
    6      42      12
    6      43      11
    6      44      35
    6      45      18
    6      46      47
    6      47      14
    6      48      20
    6      49      26
    6      50      29
    6      51      48
    6      52      42
    6      53      42
    6      54      34
    6      55      50
    6      56      22
    6      57      44
    6      58       7
    6      59      37
    6      60      41
    6      61      29
    6      62      14
    6      63      30
    6      64      16
    6      65      19
    6      66      18
    6      67       7
    6      68      34
    6      69      30
    6      70      17
    6      71      47
    6      72       5
    6      73      43
    6      74      38
    6      75       4
    6      76       5
    6      77      15
    6      78      33
    6      79      40
    6      80       4
    6      81      35
    6      82      32
    6      83      38
    6      84      26
    6      85       7
    6      86      40
    6      87      31
    6      88      30
    6      89      43
    6      90      41
    6      91      49
    6      92      43
    6      93      27
    6      94       9
    6      95      27
    6      96      32
    6      97       4
    6      98      15
    6      99      47
    6     100      12
    6     101      20
    6     102      11
    6     103      45
    6     104      40
    6     105       4
    6     106      31
    6     107      34
    6     108      31
    6     109      33
    6     110      17
    6     111      36
    6     112      35
    6     113       7
    6     114      22
    6     115      10
    6     116      27
    6     117      35
    6     118      24
    6     119      27
    6     120      49
    6     121      20
    6     122      38
    6     123      38
    6     124      47
    6     125      17
    6     126      11
    6     127      29
    6     128       3
    6     129      28
    6     130       4
    6     131      41
    6     132      15
    6     133      16
    6     134      31
    6     135      21
    6     136      48
    6     137      46
    6     138      28
    6     139      39
    6     140      20
    6     141      13
    6     142      18
    6     143      46
    6     144       6
    6     145      38
    6     146      34
    6     147      30
    6     148      29
    6     149      47
    6     150      35
    6     151      45
    6     152      28
    6     153      20
    6     154      31
    6     155      21
    6     156      35
    6     157      14
    6     158      39
    6     159      29
    6     160      47
    6     161      22
    6     162      33
    6     163      22
    6     164      36
    6     165      39
    6     166      14
    6     167      11
    6     168      42
    6     169      38
    6     170      21
    6     171      46
    6     172      30
    6     173      33
    6     174      25
    6     175       6
    6     176      29
    6     177      13
    6     178      47
    6     179      32
    6     180      43
    6     181      35
    6     182      44
    6     183      11
    6     184       8
    6     185      13
    6     186       6
    6     187      43
    6     188       9
    6     189      38
    6     190      11
    6     191      50
    6     192      11
    6     193      37
    6     194      50
    6     195      47
    6     196      31
    6     197       2
    6     198      37
    6     199      28
    6     200      24
    7       8      44
    7       9      31
    7      10       9
    7      11      36
    7      12      44
    7      13      31
    7      14      12
    7      15      43
    7      16      10
    7      17      33
    7      18      41
    7      19       1
    7      20      38
    7      21      49
    7      22      32
    7      23      47
    7      24      34
    7      25      37
    7      26      46
    7      27      23
    7      28      35
    7      29      28
    7      30      34
    7      31      43
    7      32      31
    7      33      12
    7      34      36
    7      35      46
    7      36      13
    7      37      20
    7      38      15
    7      39      35
    7      40      46
    7      41      47
    7      42      34
    7      43       1
    7      44      44
    7      45       7
    7      46       9
    7      47      44
    7      48      40
    7      49      36
    7      50      20
    7      51      10
    7      52      25
    7      53      26
    7      54      30
    7      55      30
    7      56      48
    7      57       4
    7      58      27
    7      59      17
    7      60      32
    7      61      31
    7      62      47
    7      63      37
    7      64      25
    7      65      37
    7      66      27
    7      67      40
    7      68      28
    7      69       6
    7      70      18
    7      71      25
    7      72       3
    7      73      49
    7      74      50
    7      75      50
    7      76      34
    7      77      43
    7      78      27
    7      79      34
    7      80      15
    7      81      17
    7      82      29
    7      83      25
    7      84      32
    7      85      33
    7      86      29
    7      87      42
    7      88      38
    7      89       3
    7      90      33
    7      91      24
    7      92      37
    7      93      20
    7      94      28
    7      95       8
    7      96      31
    7      97      31
    7      98      50
    7      99      39
    7     100      35
    7     101      12
    7     102      35
    7     103       5
    7     104      28
    7     105      11
    7     106      37
    7     107       6
    7     108       5
    7     109      40
    7     110      41
    7     111      44
    7     112      31
    7     113      47
    7     114      31
    7     115      49
    7     116      18
    7     117      49
    7     118      30
    7     119      38
    7     120      33
    7     121      28
    7     122      40
    7     123      49
    7     124      11
    7     125      47
    7     126      16
    7     127      44
    7     128      32
    7     129      39
    7     130       4
    7     131      48
    7     132      37
    7     133      20
    7     134      12
    7     135      44
    7     136      49
    7     137      23
    7     138      12
    7     139      24
    7     140      34
    7     141      42
    7     142      14
    7     143      21
    7     144      18
    7     145       3
    7     146      12
    7     147      50
    7     148       1
    7     149      12
    7     150      33
    7     151      16
    7     152      15
    7     153      21
    7     154      47
    7     155      13
    7     156       9
    7     157      30
    7     158      48
    7     159      43
    7     160      50
    7     161       8
    7     162      42
    7     163      15
    7     164      39
    7     165      48
    7     166      43
    7     167      34
    7     168       9
    7     169      37
    7     170      13
    7     171      43
    7     172      21
    7     173      35
    7     174      32
    7     175      24
    7     176      20
    7     177      16
    7     178      37
    7     179      34
    7     180      17
    7     181      50
    7     182      48
    7     183      25
    7     184      49
    7     185      33
    7     186      16
    7     187      20
    7     188      45
    7     189      16
    7     190      40
    7     191      27
    7     192       7
    7     193      23
    7     194       9
    7     195      43
    7     196      47
    7     197      15
    7     198      34
    7     199      29
    7     200      12
    8       9      38
    8      10       5
    8      11      40
    8      12      27
    8      13      22
    8      14      16
    8      15      10
    8      16      12
    8      17      20
    8      18      48
    8      19       9
    8      20      34
    8      21      37
    8      22      43
    8      23      50
    8      24      32
    8      25      46
    8      26      44
    8      27      38
    8      28       9
    8      29      33
    8      30      50
    8      31       4
    8      32      50
    8      33      31
    8      34      47
    8      35      25
    8      36      36
    8      37      21
    8      38      26
    8      39      15
    8      40      41
    8      41      10
    8      42      26
    8      43      28
    8      44       3
    8      45      25
    8      46       3
    8      47      39
    8      48       3
    8      49      25
    8      50      19
    8      51       4
    8      52       5
    8      53      43
    8      54      47
    8      55      15
    8      56      46
    8      57      48
    8      58      50
    8      59      42
    8      60      39
    8      61      38
    8      62      23
    8      63      42
    8      64       6
    8      65       8
    8      66      31
    8      67      16
    8      68      38
    8      69      38
    8      70      26
    8      71      28
    8      72      44
    8      73       1
    8      74      24
    8      75       1
    8      76      32
    8      77      30
    8      78       6
    8      79      22
    8      80      40
    8      81      42
    8      82      32
    8      83      42
    8      84      24
    8      85       3
    8      86      16
    8      87      39
    8      88      48
    8      89      28
    8      90       3
    8      91      50
    8      92      44
    8      93      19
    8      94      41
    8      95       1
    8      96      35
    8      97      17
    8      98      26
    8      99      43
    8     100       7
    8     101      21
    8     102      47
    8     103      40
    8     104       4
    8     105      10
    8     106      17
    8     107      45
    8     108      29
    8     109      25
    8     110       3
    8     111      47
    8     112      41
    8     113       4
    8     114      35
    8     115      17
    8     116      20
    8     117       7
    8     118      49
    8     119      50
    8     120      33
    8     121      41
    8     122       2
    8     123      25
    8     124       3
    8     125      36
    8     126      10
    8     127      31
    8     128      49
    8     129      13
    8     130      31
    8     131      42
    8     132      39
    8     133      23
    8     134       1
    8     135      42
    8     136      33
    8     137      22
    8     138      24
    8     139      32
    8     140      15
    8     141       2
    8     142      29
    8     143      43
    8     144      20
    8     145      19
    8     146      15
    8     147      22
    8     148      42
    8     149      25
    8     150      15
    8     151      17
    8     152      32
    8     153      37
    8     154      43
    8     155      29
    8     156      15
    8     157       6
    8     158      31
    8     159      11
    8     160      31
    8     161      48
    8     162      42
    8     163       9
    8     164      22
    8     165       8
    8     166      26
    8     167       2
    8     168      47
    8     169      36
    8     170      48
    8     171      23
    8     172      22
    8     173      42
    8     174      49
    8     175      32
    8     176      29
    8     177      12
    8     178      22
    8     179       4
    8     180      36
    8     181      34
    8     182      14
    8     183      40
    8     184      50
    8     185      16
    8     186       8
    8     187      43
    8     188       8
    8     189      19
    8     190      35
    8     191      43
    8     192       2
    8     193      28
    8     194      39
    8     195      26
    8     196      42
    8     197       8
    8     198      10
    8     199       6
    8     200      12
    9      10      43
    9      11       7
    9      12      15
    9      13      20
    9      14      12
    9      15      44
    9      16      16
    9      17       6
    9      18      42
    9      19       8
    9      20      38
    9      21       2
    9      22       8
    9      23      25
    9      24      43
    9      25      13
    9      26      33
    9      27       8
    9      28      37
    9      29      17
    9      30      34
    9      31      24
    9      32       4
    9      33      47
    9      34      41
    9      35      23
    9      36      39
    9      37       5
    9      38      49
    9      39       4
    9      40       2
    9      41      12
    9      42      42
    9      43      16
    9      44      39
    9      45      37
    9      46      38
    9      47      29
    9      48      13
    9      49      22
    9      50      41
    9      51      27
    9      52      46
    9      53      14
    9      54      18
    9      55      36
    9      56      25
    9      57      30
    9      58      31
    9      59      10
    9      60      29
    9      61      21
    9      62      28
    9      63       9
    9      64      17
    9      65       6
    9      66      47
    9      67       4
    9      68      25
    9      69      37
    9      70       8
    9      71      45
    9      72      23
    9      73      31
    9      74      36
    9      75      45
    9      76      31
    9      77      47
    9      78      28
    9      79      11
    9      80      19
    9      81      27
    9      82      46
    9      83      40
    9      84      49
    9      85       7
    9      86      37
    9      87      16
    9      88       2
    9      89      25
    9      90      44
    9      91      27
    9      92      41
    9      93      26
    9      94      37
    9      95      11
    9      96      16
    9      97      13
    9      98      37
    9      99      42
    9     100      24
    9     101      37
    9     102      35
    9     103      33
    9     104      38
    9     105      30
    9     106       8
    9     107       1
    9     108      20
    9     109      49
    9     110      12
    9     111      24
    9     112       3
    9     113      40
    9     114      28
    9     115      28
    9     116      20
    9     117      40
    9     118      49
    9     119      10
    9     120      50
    9     121      16
    9     122      20
    9     123      11
    9     124      25
    9     125      13
    9     126      13
    9     127       1
    9     128      12
    9     129      33
    9     130      48
    9     131      26
    9     132      31
    9     133       3
    9     134      15
    9     135      25
    9     136       1
    9     137      23
    9     138      28
    9     139      50
    9     140      10
    9     141      27
    9     142      29
    9     143      48
    9     144      26
    9     145      28
    9     146      22
    9     147       9
    9     148      31
    9     149      35
    9     150      21
    9     151      41
    9     152      19
    9     153      18
    9     154      28
    9     155       5
    9     156      21
    9     157      22
    9     158       7
    9     159       4
    9     160      38
    9     161       9
    9     162       3
    9     163       2
    9     164      29
    9     165      25
    9     166       3
    9     167       1
    9     168      41
    9     169       4
    9     170      11
    9     171       7
    9     172      14
    9     173      21
    9     174      17
    9     175      10
    9     176       3
    9     177      14
    9     178      13
    9     179      48
    9     180      19
    9     181      45
    9     182       9
    9     183      22
    9     184      16
    9     185       3
    9     186      25
    9     187       7
    9     188       2
    9     189       1
    9     190      11
    9     191      24
    9     192      48
    9     193      45
    9     194       7
    9     195      10
    9     196      48
    9     197      14
    9     198      26
    9     199      50
    9     200       2
   10      11      21
   10      12      15
   10      13      18
   10      14      45
   10      15       5
   10      16       8
   10      17      42
   10      18       9
   10      19      48
   10      20       3
   10      21       8
   10      22      15
   10      23       5
   10      24      32
   10      25      33
   10      26       7
   10      27      20
   10      28       5
   10      29      10
   10      30      46
   10      31      14
   10      32       5
   10      33      20
   10      34      48
   10      35      34
   10      36      40
   10      37      18
   10      38      35
   10      39      24
   10      40      22
   10      41      42
   10      42       5
   10      43       4
   10      44       1
   10      45      22
   10      46      16
   10      47      47
   10      48      15
   10      49       2
   10      50      26
   10      51      22
   10      52      11
   10      53       7
   10      54      25
   10      55       6
   10      56      41
   10      57      12
   10      58      11
   10      59      33
   10      60      17
   10      61      38
   10      62      43
   10      63      18
   10      64      20
   10      65      50
   10      66      16
   10      67      34
   10      68      44
   10      69      50
   10      70      14
   10      71      15
   10      72      42
   10      73      40
   10      74       4
   10      75      18
   10      76      33
   10      77      28
   10      78      46
   10      79      28
   10      80      38
   10      81      26
   10      82      38
   10      83      45
   10      84       8
   10      85      40
   10      86      19
   10      87       7
   10      88       8
   10      89      45
   10      90       9
   10      91      25
   10      92       1
   10      93      46
   10      94      14
   10      95      50
   10      96      23
   10      97      35
   10      98      32
   10      99      46
   10     100      42
   10     101       8
   10     102      25
   10     103      44
   10     104      45
   10     105       4
   10     106      21
   10     107      45
   10     108      15
   10     109      22
   10     110       6
   10     111      32
   10     112      26
   10     113      36
   10     114      49
   10     115      35
   10     116       9
   10     117       1
   10     118      48
   10     119      20
   10     120      12
   10     121      37
   10     122      20
   10     123      46
   10     124      24
   10     125      49
   10     126       9
   10     127       4
   10     128      41
   10     129      40
   10     130      41
   10     131      21
   10     132       9
   10     133      49
   10     134       2
   10     135      50
   10     136      17
   10     137      20
   10     138      43
   10     139      49
   10     140      49
   10     141      10
   10     142       4
   10     143      13
   10     144      19
   10     145      41
   10     146      13
   10     147      19
   10     148      23
   10     149      23
   10     150      16
   10     151       6
   10     152      30
   10     153       2
   10     154      31
   10     155      35
   10     156      23
   10     157      42
   10     158      36
   10     159      23
   10     160      44
   10     161      20
   10     162      44
   10     163      23
   10     164       1
   10     165      17
   10     166      28
   10     167      40
   10     168      20
   10     169      50
   10     170      39
   10     171      23
   10     172      32
   10     173      45
   10     174      25
   10     175       1
   10     176      13
   10     177      15
   10     178      29
   10     179      33
   10     180      36
   10     181      15
   10     182      29
   10     183      38
   10     184      15
   10     185      37
   10     186       3
   10     187      50
   10     188      40
   10     189       7
   10     190      31
   10     191      22
   10     192      20
   10     193      17
   10     194      36
   10     195      40
   10     196       7
   10     197      14
   10     198      19
   10     199      42
   10     200      22
   11      12      23
   11      13      26
   11      14      42
   11      15      31
   11      16      25
   11      17       1
   11      18      10
   11      19      17
   11      20       6
   11      21      20
   11      22      46
   11      23      16
   11      24      35
   11      25       6
   11      26      13
   11      27      46
   11      28      28
   11      29       9
   11      30       6
   11      31      17
   11      32      36
   11      33      45
   11      34      45
   11      35      32
   11      36      40
   11      37      47
   11      38      16
   11      39      41
   11      40      34
   11      41      41
   11      42      19
   11      43      31
   11      44      49
   11      45       1
   11      46      46
   11      47      12
   11      48       4
   11      49      10
   11      50      45
   11      51      42
   11      52      39
   11      53      34
   11      54      18
   11      55      24
   11      56      31
   11      57       6
   11      58      26
   11      59      16
   11      60      24
   11      61       4
   11      62       9
   11      63      37
   11      64      48
