   80    3160
    7      74       9
    7      75     162
    7      76      95
    7      77     101
    7      78      91
    7      79     162
    7      80      63
    8       9      74
    8      10     138
    8      11     185
    8      12     165
    8      13       5
    8      14      78
    8      15      25
    8      16     189
    8      17     184
    8      18      41
    8      19      92
    8      20      68
    8      21     193
    8      22      74
    8      23     185
    8      24     179
    8      25     177
    8      26     183
    8      27     188
    8      28      89
    8      29      11
    8      30     104
    8      31     191
    8      32     109
    8      33     111
    8      34     122
    8      35     194
    8      36     100
    8      37       8
    8      38      29
    8      39     192
    8      40     107
    8      41      22
    8      42     195
    8      43     127
    8      44      72
    8      45     133
    8      46      37
    8      47      99
    8      48      47
    8      49      29
    8      50     106
    8      51      18
    8      52      86
    8      53     178
    8      54       1
    8      55     101
    8      56      39
    8      57     150
    8      58      41
    8      59      11
    8      60      67
    8      61     146
    8      62      84
    8      63     171
    8      64     194
    8      65     199
    8      66     133
    8      67       7
    8      68     127
    8      69      16
    8      70      25
    8      71     200
    8      72      98
    8      73     182
    8      74      88
    8      75     155
    8      76     118
    8      77      38
    8      78     156
    8      79     102
    8      80      49
    9      10      46
    9      11     194
    9      12     198
    9      13     175
    9      14      59
    9      15     131
    9      16      43
    9      17      13
    9      18      42
    9      19      67
    9      20     144
    9      21     111
    9      22      46
    9      23      97
    9      24      61
    9      25      37
    9      26     104
    9      27     159
    9      28      79
    9      29     188
    9      30      10
    9      31     120
    9      32      93
    9      33      17
    9      34      15
    9      35     165
    9      36      66
    9      37       4
    9      38     183
    9      39      45
    9      40      42
    9      41     118
    9      42      65
    9      43     122
    9      44     197
    9      45     122
    9      46      32
    9      47     117
    9      48     128
    9      49      40
    9      50      78
    9      51     185
    9      52     121
    9      53      73
    9      54     193
    9      55     184
    9      56      56
    9      57     152
    9      58     191
    9      59     181
    9      60     100
    9      61      53
    9      62     158
    9      63     173
    9      64     178
    9      65      84
    9      66     128
    9      67     149
    9      68     197
    9      69     106
    9      70     115
    9      71      22
    9      72      14
    9      73       3
    9      74     119
    9      75     192
    9      76     178
    9      77     149
    9      78     185
    9      79      96
    9      80      39
   10      11     196
   10      12     180
   10      13     198
   10      14      25
   10      15      48
   10      16     162
   10      17      33
   10      18     126
   10      19      27
   10      20      79
   10      21      67
   10      22      20
   10      23      51
   10      24     183
   10      25     184
   10      26     143
   10      27       1
   10      28     192
   10      29     190
   10      30     128
   10      31     193
   10      32     199
   10      33      45
   10      34      73
   10      35     183
   10      36      61
   10      37      29
   10      38      23
   10      39      30
   10      40     130
   10      41     120
   10      42      24
   10      43      36
   10      44     154
   10      45      62
   10      46     108
   10      47     100
   10      48      91
   10      49      27
   10      50     164
   10      51     164
   10      52      94
   10      53     167
   10      54      43
   10      55      84
   10      56      14
   10      57      72
   10      58      65
   10      59      80
   10      60     168
   10      61     170
   10      62      35
   10      63     194
   10      64      28
   10      65      78
   10      66       7
   10      67       1
   10      68     133
   10      69     123
   10      70     181
   10      71      88
   10      72     142
   10      73     118
   10      74      13
   10      75     172
   10      76     156
   10      77     106
   10      78      96
   10      79     179
   10      80      29
   11      12      14
   11      13      83
   11      14     168
   11      15      46
   11      16     101
   11      17     145
   11      18      70
   11      19     167
   11      20      98
   11      21     137
   11      22     104
   11      23     199
   11      24      92
   11      25     107
   11      26      46
   11      27      89
   11      28      52
   11      29       3
   11      30      63
   11      31     156
   11      32     116
   11      33     113
   11      34     141
   11      35     129
   11      36       1
   11      37     150
   11      38      10
   11      39      63
   11      40      67
   11      41     124
   11      42     187
   11      43      19
   11      44      39
   11      45      49
   11      46      65
   11      47     114
   11      48     169
   11      49     130
   11      50      20
   11      51      75
   11      52      14
   11      53     111
   11      54     114
   11      55      41
   11      56     189
   11      57      49
   11      58      46
   11      59      96
   11      60     150
   11      61     151
   11      62     158
   11      63      70
   11      64     112
   11      65     104
   11      66     135
   11      67      65
   11      68      71
   11      69     138
   11      70      98
   11      71      22
   11      72      14
   11      73     187
   11      74       4
   11      75     198
   11      76      74
   11      77     161
   11      78      37
   11      79     191
   11      80      79
   12      13      64
   12      14      22
   12      15      74
   12      16      36
   12      17     196
   12      18      90
   12      19     192
   12      20     172
   12      21      17
   12      22      75
   12      23     189
   12      24     112
   12      25      18
   12      26      77
   12      27     158
   12      28      19
   12      29     120
   12      30      12
   12      31      30
   12      32      44
   12      33     169
   12      34      75
   12      35      70
   12      36     164
   12      37     149
   12      38      49
   12      39     125
   12      40      56
   12      41      38
   12      42      25
   12      43      92
   12      44     128
   12      45     131
   12      46      81
   12      47     136
   12      48     197
   12      49      45
   12      50     176
   12      51     186
   12      52     161
   12      53     193
   12      54      51
   12      55     135
   12      56     149
   12      57     137
   12      58     101
   12      59      40
   12      60      33
   12      61     131
   12      62     106
   12      63     172
   12      64      88
   12      65     177
   12      66      15
   12      67     170
   12      68      83
   12      69      18
   12      70     121
   12      71     193
   12      72      69
   12      73      19
   12      74      81
   12      75     189
   12      76      42
   12      77      63
   12      78       5
   12      79      33
   12      80       8
   13      14      59
   13      15      10
   13      16     162
   13      17     200
   13      18      80
   13      19      93
   13      20     101
   13      21      42
   13      22      20
   13      23      81
   13      24     110
   13      25     200
   13      26     157
   13      27     104
   13      28      89
   13      29     146
   13      30      83
   13      31     147
   13      32       7
   13      33      42
   13      34     164
   13      35     136
   13      36     177
   13      37     176
   13      38     127
   13      39      15
   13      40      79
   13      41      32
   13      42     130
   13      43      32
   13      44     190
   13      45     124
   13      46     155
   13      47      52
   13      48      92
   13      49      32
   13      50     141
   13      51      58
   13      52      39
   13      53     107
   13      54      94
   13      55     108
   13      56     106
   13      57      49
   13      58      36
   13      59      49
   13      60     130
   13      61     117
   13      62     125
   13      63     190
   13      64     108
   13      65     160
   13      66      95
   13      67      56
   13      68       4
   13      69     144
   13      70     165
   13      71      17
   13      72     196
   13      73      63
   13      74     119
   13      75     174
   13      76     191
   13      77     191
   13      78      72
   13      79      40
   13      80      92
   14      15      13
   14      16     129
   14      17      47
   14      18     171
   14      19     122
   14      20     177
   14      21      44
   14      22      31
   14      23      67
   14      24      23
   14      25     114
   14      26     123
   14      27      32
   14      28     145
   14      29     164
   14      30      51
   14      31       8
   14      32     173
   14      33      74
   14      34     175
   14      35     175
   14      36     171
   14      37      86
   14      38     171
   14      39     145
   14      40      99
   14      41      17
   14      42     177
   14      43      29
   14      44     109
   14      45      69
   14      46     157
   14      47      37
   14      48     120
   14      49     115
   14      50      67
   14      51      17
   14      52      69
   14      53      39
   14      54     190
   14      55     170
   14      56      82
   14      57     110
   14      58       5
   14      59     196
   14      60      78
   14      61     137
   14      62     156
   14      63     124
   14      64     172
   14      65      80
   14      66      61
   14      67     187
   14      68     147
   14      69     109
   14      70     152
   14      71     134
   14      72      89
   14      73     125
   14      74      34
   14      75      59
   14      76      20
   14      77      41
   14      78      49
   14      79       7
   14      80      87
   15      16     146
   15      17     196
   15      18      90
   15      19      96
   15      20     116
   15      21       3
   15      22     118
   15      23     123
   15      24      26
   15      25     102
   15      26      46
   15      27     151
   15      28      10
   15      29     129
   15      30       5
   15      31     178
   15      32     171
   15      33     172
   15      34      52
   15      35      92
   15      36     122
   15      37      84
   15      38     186
   15      39      51
   15      40     140
   15      41       6
   15      42     199
   15      43     135
   15      44     185
   15      45     111
   15      46     104
   15      47     170
   15      48     140
   15      49     133
   15      50     130
   15      51     150
   15      52      46
   15      53      66
   15      54     167
   15      55     152
   15      56     182
   15      57      27
   15      58     153
   15      59     186
   15      60     156
   15      61     104
   15      62      23
   15      63      17
   15      64     197
   15      65      82
   15      66     148
   15      67     117
   15      68      71
   15      69     133
   15      70     128
   15      71     190
   15      72      92
   15      73     151
   15      74      28
   15      75     192
   15      76     139
   15      77     148
   15      78      62
   15      79      78
   15      80      28
   16      17      48
   16      18     183
   16      19      86
   16      20     119
   16      21     138
   16      22     190
   16      23      90
   16      24     164
   16      25     195
   16      26     168
   16      27     179
   16      28     119
   16      29     118
   16      30     139
   16      31     139
   16      32     160
   16      33     185
   16      34     105
   16      35      85
   16      36     156
   16      37     166
   16      38      32
   16      39     175
   16      40     144
   16      41     141
   16      42     171
   16      43     140
   16      44      29
   16      45      24
   16      46      81
   16      47     100
   16      48     115
   16      49     150
   16      50      88
   16      51     141
   16      52       2
   16      53      85
   16      54      98
   16      55      18
   16      56     110
   16      57      68
   16      58      50
   16      59      96
   16      60      94
   16      61     108
   16      62      15
   16      63      75
   16      64      36
   16      65      92
   16      66     153
   16      67     129
   16      68     155
   16      69     173
   16      70     187
   16      71     183
   16      72     198
   16      73      45
   16      74     126
   16      75      87
   16      76      50
   16      77     125
   16      78     121
   16      79     164
   16      80     174
   17      18      60
   17      19      32
   17      20     102
   17      21      37
   17      22       8
   17      23      38
   17      24     183
   17      25     104
   17      26     110
   17      27      61
   17      28     117
   17      29      39
   17      30      25
   17      31     140
   17      32      94
   17      33      89
   17      34     121
   17      35      39
   17      36      98
   17      37     164
   17      38      61
   17      39       9
   17      40     117
   17      41     176
   17      42     128
   17      43      19
   17      44       6
   17      45      77
   17      46     159
   17      47     121
   17      48     111
   17      49      17
   17      50      45
   17      51     149
   17      52      82
   17      53      69
   17      54     196
   17      55     114
   17      56     146
   17      57      39
   17      58     167
   17      59     182
   17      60      74
   17      61      46
   17      62       6
   17      63      64
   17      64      97
   17      65      14
   17      66     107
   17      67     200
   17      68      29
   17      69      92
   17      70      48
   17      71      42
   17      72       7
   17      73       6
   17      74     149
   17      75      59
   17      76      37
   17      77     134
   17      78      14
   17      79     134
   17      80     108
   18      19     147
   18      20      90
   18      21     159
   18      22     174
   18      23     153
   18      24      55
   18      25      57
   18      26      86
   18      27     133
   18      28      85
   18      29     179
   18      30     147
   18      31     121
   18      32      39
   18      33       3
   18      34      70
   18      35      71
   18      36     158
   18      37      59
   18      38     187
   18      39     115
   18      40      69
   18      41     105
   18      42     181
   18      43      90
   18      44      42
   18      45       2
   18      46      29
   18      47       7
   18      48     127
   18      49     114
   18      50     130
   18      51     141
   18      52     188
   18      53      69
   18      54     180
   18      55     138
   18      56      35
   18      57      52
   18      58      91
   18      59      88
   18      60     143
   18      61      49
   18      62      15
   18      63     133
   18      64     145
   18      65      43
   18      66     116
   18      67       1
   18      68      64
   18      69     192
   18      70      63
   18      71     122
   18      72      31
   18      73     162
   18      74     136
   18      75      63
   18      76       1
   18      77      31
   18      78     124
   18      79     183
   18      80       7
   19      20      56
   19      21     124
   19      22     182
   19      23      75
   19      24      67
   19      25       8
   19      26      23
   19      27      87
   19      28     116
   19      29     200
   19      30      34
   19      31     103
   19      32      18
   19      33     118
   19      34      17
   19      35     178
   19      36      18
   19      37      75
   19      38      77
   19      39     136
   19      40      23
   19      41     199
   19      42       8
   19      43     142
   19      44     170
   19      45     104
   19      46       9
   19      47      30
   19      48      86
   19      49     101
   19      50      13
   19      51      67
   19      52     166
   19      53      30
   19      54      89
   19      55     128
   19      56     156
   19      57     130
   19      58      76
   19      59     107
   19      60      85
   19      61      64
   19      62      64
   19      63      82
   19      64     102
   19      65     175
   19      66      84
   19      67      31
   19      68     126
   19      69      70
   19      70      74
   19      71     133
   19      72     120
   19      73     196
   19      74      63
   19      75      34
   19      76     171
   19      77     157
   19      78      81
   19      79     148
   19      80      35
   20      21     153
   20      22      31
   20      23      76
   20      24      51
   20      25      46
   20      26     117
   20      27     153
   20      28      81
   20      29      56
   20      30     139
   20      31     146
   20      32     165
   20      33      41
   20      34      55
   20      35      75
   20      36      30
   20      37     113
   20      38     138
   20      39       6
   20      40     194
   20      41      12
   20      42     185
   20      43     107
   20      44     127
   20      45     100
   20      46      18
   20      47      94
   20      48     129
   20      49      75
   20      50     103
   20      51      21
   20      52      98
   20      53     148
   20      54      89
   20      55       8
   20      56      30
   20      57      62
   20      58      81
   20      59     100
   20      60      91
   20      61      42
   20      62     133
   20      63     101
   20      64     200
   20      65     190
   20      66     101
   20      67     168
   20      68      51
   20      69     193
   20      70     176
   20      71     116
   20      72      87
   20      73     198
   20      74     139
   20      75     177
   20      76      20
   20      77      25
   20      78     150
   20      79     135
   20      80     143
   21      22      67
   21      23     132
   21      24     186
   21      25     129
   21      26      76
   21      27      17
   21      28      94
   21      29      45
   21      30     133
   21      31     137
   21      32       7
   21      33     192
   21      34     148
   21      35     178
   21      36      33
   21      37      82
   21      38      93
   21      39     179
   21      40     167
   21      41     120
   21      42     133
   21      43     172
   21      44      68
   21      45      58
   21      46       5
   21      47     124
   21      48     169
   21      49      46
   21      50     104
   21      51     196
   21      52      97
   21      53     156
   21      54     148
   21      55      58
   21      56     187
   21      57      20
   21      58     133
   21      59     109
   21      60      79
   21      61     199
   21      62     111
   21      63     104
   21      64     140
   21      65      28
   21      66     164
   21      67      69
   21      68      50
   21      69     200
   21      70      90
   21      71     139
   21      72     182
   21      73      81
   21      74      97
   21      75      14
   21      76      55
   21      77     135
   21      78      79
   21      79     131
   21      80      88
   22      23      28
   22      24     151
   22      25      62
   22      26     167
   22      27      63
   22      28      94
   22      29     170
   22      30      10
   22      31      68
   22      32     124
   22      33      45
   22      34     158
   22      35      65
   22      36      90
   22      37     112
   22      38     112
   22      39     100
   22      40      20
   22      41      28
   22      42     176
   22      43      69
   22      44     116
   22      45      99
   22      46      98
   22      47     191
   22      48      26
   22      49      54
   22      50      16
   22      51      22
   22      52     154
   22      53      98
   22      54     129
   22      55     116
   22      56      37
   22      57     137
   22      58      70
   22      59     199
   22      60      10
   22      61      25
   22      62      27
   22      63     182
   22      64     100
   22      65      65
   22      66      87
   22      67      70
   22      68      71
   22      69     191
   22      70     170
   22      71     100
   22      72     193
   22      73     183
   22      74     154
   22      75     142
   22      76      93
   22      77     170
   22      78     184
   22      79     100
   22      80      88
   23      24      95
   23      25     167
   23      26     139
   23      27      30
   23      28     143
   23      29      49
   23      30      75
   23      31      94
   23      32     162
   23      33     113
   23      34     112
   23      35     110
   23      36     115
   23      37      99
   23      38      79
   23      39     195
   23      40      57
   23      41       6
   23      42     174
   23      43     109
   23      44      90
   23      45      22
   23      46      39
   23      47     169
   23      48      83
   23      49      64
   23      50     145
   23      51      69
   23      52      35
   23      53     159
   23      54     153
   23      55      67
   23      56      47
   23      57     164
   23      58     103
   23      59     144
   23      60      68
   23      61     182
   23      62      84
   23      63     170
   23      64      30
   23      65     123
   23      66     173
   23      67      67
   23      68     131
   23      69     142
   23      70      42
   23      71      62
   23      72      57
   23      73       1
   23      74     137
   23      75     182
   23      76     177
   23      77      78
   23      78      79
   23      79     138
   23      80      96
   24      25      98
   24      26     140
   24      27     192
   24      28      41
   24      29      73
   24      30     140
   24      31     169
   24      32      83
   24      33      30
   24      34     182
   24      35     128
   24      36     147
   24      37     194
   24      38      11
   24      39      16
   24      40     121
   24      41      45
   24      42      92
   24      43      75
   24      44     194
   24      45      21
   24      46     117
   24      47      88
   24      48     182
   24      49     165
   24      50       6
   24      51     119
   24      52      45
   24      53      38
   24      54      34
   24      55     118
   24      56     168
   24      57      94
   24      58     185
   24      59      80
   24      60     121
   24      61       8
   24      62      71
   24      63     169
   24      64      44
   24      65      43
   24      66     109
   24      67      39
   24      68     138
   24      69     183
   24      70      23
   24      71     179
   24      72     193
   24      73     173
   24      74      28
   24      75     186
   24      76     107
   24      77      16
   24      78      21
   24      79       4
   24      80      87
   25      26     152
   25      27     168
   25      28     171
   25      29     130
   25      30      32
   25      31       5
   25      32     149
   25      33     103
   25      34     126
   25      35      21
   25      36     164
   25      37     179
   25      38      57
   25      39     118
   25      40     157
   25      41       8
   25      42     132
   25      43     136
   25      44      66
   25      45       9
   25      46     107
   25      47      29
   25      48      76
   25      49      74
   25      50      26
   25      51      24
   25      52     188
   25      53      74
   25      54     129
   25      55     159
   25      56     180
   25      57     164
   25      58     101
   25      59     194
   25      60      57
   25      61     149
   25      62     157
   25      63      94
   25      64      14
   25      65     156
   25      66      46
   25      67     171
   25      68      37
   25      69      14
   25      70      92
   25      71      65
   25      72     117
   25      73      97
   25      74     113
   25      75     180
   25      76      48
   25      77       4
   25      78     189
   25      79     109
   25      80      19
   26      27     128
   26      28     127
   26      29     152
   26      30     138
   26      31      48
   26      32     181
   26      33     131
   26      34      77
   26      35     176
   26      36       7
   26      37      34
   26      38      81
   26      39      45
   26      40     193
   26      41     191
   26      42      45
   26      43      96
   26      44      82
   26      45     168
   26      46       4
   26      47      12
   26      48     129
   26      49     198
   26      50     159
   26      51      96
   26      52     145
   26      53      28
   26      54     193
   26      55     130
   26      56      98
   26      57     130
   26      58      44
   26      59      98
   26      60      10
   26      61     159
   26      62     184
   26      63     152
   26      64     164
   26      65     188
   26      66     101
   26      67     106
   26      68     163
   26      69      30
   26      70     104
   26      71     174
   26      72      90
   26      73     180
   26      74      24
   26      75     165
   26      76      34
   26      77      69
   26      78      42
   26      79      55
   26      80      39
   27      28      24
   27      29     197
   27      30      79
   27      31      34
   27      32     154
   27      33      48
   27      34      18
   27      35     103
   27      36     173
   27      37     163
   27      38      37
   27      39     188
   27      40     177
   27      41     150
   27      42     149
   27      43       1
   27      44     145
   27      45      79
   27      46     121
   27      47      88
   27      48     166
   27      49     164
   27      50     166
   27      51      33
   27      52     176
   27      53     196
   27      54     186
   27      55     172
   27      56      29
   27      57      17
   27      58     125
   27      59      48
   27      60      49
   27      61     154
   27      62      43
   27      63     151
   27      64      96
   27      65     132
   27      66     165
   27      67     118
   27      68      54
   27      69      91
   27      70      16
   27      71     146
   27      72      65
   27      73     136
   27      74     146
   27      75      73
   27      76     129
   27      77     192
   27      78      17
   27      79       6
   27      80      42
   28      29     129
   28      30      31
   28      31     103
   28      32     135
   28      33      27
   28      34     100
   28      35      91
   28      36      95
   28      37     196
   28      38      29
   28      39     123
   28      40     116
   28      41     105
   28      42      21
   28      43      31
   28      44      99
   28      45      45
   28      46     170
   28      47     198
   28      48      92
   28      49      69
   28      50     187
   28      51      96
   28      52      74
   28      53     130
   28      54     108
   28      55      14
   28      56     100
   28      57      90
   28      58     107
   28      59       6
   28      60      19
   28      61      59
   28      62      75
   28      63     192
   28      64      39
   28      65      77
   28      66      81
   28      67      99
   28      68      88
   28      69      28
   28      70      46
   28      71      84
   28      72     189
   28      73       7
   28      74     167
   28      75      28
   28      76     182
   28      77      96
   28      78       4
   28      79      75
   28      80     121
   29      30      11
   29      31      30
   29      32     103
   29      33     166
   29      34      85
   29      35     187
   29      36     110
   29      37      14
   29      38      77
   29      39     153
   29      40     162
   29      41      29
   29      42     124
   29      43     172
   29      44      57
   29      45     130
   29      46      70
   29      47      41
   29      48     179
   29      49      27
   29      50      49
   29      51     183
   29      52      60
   29      53     109
   29      54     100
   29      55     173
   29      56     123
   29      57     174
   29      58      49
   29      59      25
   29      60     169
   29      61     157
   29      62     200
   29      63      38
   29      64     160
   29      65     151
   29      66     197
   29      67      12
   29      68      29
   29      69     156
   29      70      33
   29      71     152
   29      72     141
   29      73     122
   29      74      43
   29      75     142
   29      76     151
   29      77     183
   29      78     106
   29      79      18
   29      80      97
   30      31     108
   30      32     113
   30      33      66
   30      34      19
   30      35      31
   30      36     168
   30      37     171
   30      38      15
   30      39     142
   30      40     187
   30      41     186
   30      42     146
   30      43     171
   30      44     128
   30      45      77
   30      46      96
   30      47     110
   30      48     125
   30      49      44
   30      50     189
   30      51     116
   30      52      37
   30      53     133
   30      54     165
   30      55      60
   30      56      81
   30      57     150
   30      58     149
   30      59     106
   30      60     126
   30      61     141
   30      62     172
   30      63      38
   30      64      37
   30      65      48
   30      66     109
   30      67      76
   30      68     183
   30      69      68
   30      70     191
   30      71     118
   30      72      27
   30      73      71
   30      74     122
   30      75      26
   30      76      60
   30      77     178
   30      78      32
   30      79      56
   30      80      48
   31      32      92
   31      33      78
   31      34     159
   31      35     151
   31      36     147
   31      37      44
   31      38     175
   31      39      99
   31      40      96
   31      41      48
   31      42      76
   31      43     167
   31      44      43
   31      45       9
   31      46      13
   31      47      58
   31      48     134
   31      49      71
   31      50     182
   31      51      85
   31      52      31
   31      53     185
   31      54      44
   31      55     187
   31      56     140
   31      57     124
   31      58     121
   31      59      22
   31      60     119
   31      61      79
   31      62      29
   31      63     139
   31      64      59
   31      65     104
   31      66     145
   31      67     125
   31      68      80
   31      69     111
   31      70     177
   31      71      54
   31      72     197
   31      73      81
   31      74     171
   31      75     116
   31      76     130
   31      77     171
   31      78       6
   31      79      27
   31      80      44
   32      33     129
   32      34      60
   32      35      23
   32      36      19
   32      37     195
   32      38      27
   32      39      53
   32      40     154
   32      41     178
   32      42       6
   32      43      75
   32      44      93
   32      45     198
   32      46     126
